NAMESPACE                   NAME                                                                  READY   STATUS                        RESTARTS          AGE
    "description": "Deploy Kube Janitor or Curator to automatically clean up obsolete resources and old logs.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "coding-agent",
    "created_at": "2026-01-06T18:36:24.370876444+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T18:36:24.370876444+01:00",
    "labels": [
      "chore",
      "cluster-services"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-38y",
    "title": "refactor(booklore): evaluate shared MariaDB migration",
    "description": "Evaluate migrating Booklore from dedicated MariaDB to shared instance (Postgres or MariaDB) to solve storage/logging issues.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "coding-agent",
    "created_at": "2026-01-06T18:36:15.188568005+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T18:36:15.188568005+01:00",
    "labels": [
      "databases",
      "refactor"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-kd7",
    "title": "feat: deploy freegameclaim in media namespace",
    "description": "Deploy FreeGameClaim in media namespace (Kustomize, Infisical, Ingress, PVC).",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "coding-agent",
    "created_at": "2026-01-06T18:35:10.756677034+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T18:35:10.756677034+01:00",
    "labels": [
      "feat",
      "media-library"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-anv",
    "title": "feat: deploy amule in downloads namespace",
    "description": "## Context\naMule deployed in downloads namespace.\n\n## Status Update (2026-01-01)\n- Deployment OK (tchabaud/amule:latest).\n- WebUI accessible.\n- Proxy configured via Gluetun.\n\n## Next Steps\n- Verify P2P connection masking.\n- Document image choice.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "user",
    "created_at": "2026-01-06T18:35:02.38742163+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T18:35:02.38742163+01:00",
    "labels": [
      "downloads",
      "feat"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-hm5",
    "title": "research: evaluate vaultwarden postgresql vs sqlite",
    "description": "Evaluate migrating Vaultwarden from SQLite to PostgreSQL for performance and scalability.",
    "notes": "Vaultwarden repaired in production (corrected probes and domain). SQLite + Litestream maintained for simplicity and backup reliability. PostgreSQL remains a future option already prepared in CNPG cluster.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "user",
    "created_at": "2026-01-06T18:34:51.710206507+01:00",
    "created_by": "root",
    "updated_at": "2026-01-07T19:38:23.495270809+01:00",
    "labels": [
      "databases",
      "research",
      "review"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-nrr",
    "title": "perf: apply resource compliance and priorities",
    "description": "Apply comprehensive resource compliance (requests/limits) and PriorityClasses to all production workloads based on VPA audit.\n\nSee docs/reference/resources-and-priorities.md.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "user",
    "created_at": "2026-01-06T18:34:20.967956697+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T18:34:20.967956697+01:00",
    "labels": [
      "perf",
      "performance"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-hbq",
    "title": "feat: deploy worldloom (candidate) in test env",
    "description": "Deploy WorldLoom in DEV environment for feature validation. Simple Docker setup.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "user",
    "created_at": "2026-01-06T18:34:08.329350739+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T18:34:08.329350739+01:00",
    "labels": [
      "candidates",
      "feat"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-s1o",
    "title": "feat: deploy kanka (candidate) in test env",
    "description": "Deploy Kanka in DEV environment for feature validation. Complex stack (Laravel/MariaDB/Redis/Minio). Use disposable storage.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "user",
    "created_at": "2026-01-06T18:33:59.952783696+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T18:33:59.952783696+01:00",
    "labels": [
      "candidates",
      "feat"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-t38",
    "title": "feat: deploy pet-health-manager (candidate)",
    "description": "Deploy Pet Health Manager in TEST environment. Currently BLOCKED: No reliable Docker image found.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "user",
    "created_at": "2026-01-06T18:33:52.002896115+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T18:33:52.002896115+01:00",
    "labels": [
      "blocked",
      "candidates"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-pl1",
    "title": "feat: deploy healthchecks.io self-hosted",
    "description": "Deploy a self-hosted instance of Healthchecks to monitor scheduled jobs and heartbeats.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "coding-agent",
    "created_at": "2026-01-06T18:33:43.438905106+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T18:33:43.438905106+01:00",
    "labels": [
      "feat",
      "monitoring"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-apf",
    "title": "feat: configure pv usage monitoring and alerting",
    "description": "Implement alerting for Persistent Volume usage (\u003e 80%) using Prometheus/Alertmanager to prevent data loss.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "coding-agent",
    "created_at": "2026-01-06T18:33:34.381096848+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T18:33:34.381096848+01:00",
    "labels": [
      "feat",
      "monitoring"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-34g",
    "title": "feat: deploy tailscale subnet router",
    "description": "Deploy a Tailscale pod in the cluster to act as a subnet router, allowing external access to the local network. This replaces the current Windows host (SPOF).",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "coding-agent",
    "created_at": "2026-01-06T18:33:14.753397432+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T18:33:14.753397432+01:00",
    "labels": [
      "feat",
      "network"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-91x",
    "title": "feat: deploy robusta for k8s automation",
    "description": "Enable live cluster adaptation and enhanced alerting via Robusta.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "coding-agent",
    "created_at": "2026-01-06T18:32:48.33546906+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T18:32:48.33546906+01:00",
    "labels": [
      "feat",
      "monitoring"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-8pb",
    "title": "chore(infra): activate descheduler eviction",
    "description": "## Context\nThe Descheduler is currently deployed in **DryRun mode** (logging only) in both Dev and Prod to validate the behavior and ensure stability (see ).\n\n## Goal\nEnable active eviction by disabling DryRun mode, allowing the Descheduler to actively rebalance pods across nodes.\n\n## Status Update (2026-01-05)\n- **Incident**: Critical cluster reset occurred on 2026-01-05.\n- **Impact**: Test data lost. Re-establishing the observation period is necessary.\n- **Action**: Postponed activation by 1 week to gather new stability data.\n\n## Plan\n1. Monitor logs for 1 week (until 2026-01-13).\n2. Validate non-disruptive behavior.\n3. Disable DryRun in Dev.\n4. Disable DryRun in Prod.",
    "status": "open",
    "priority": 2,
    "issue_type": "task",
    "assignee": "coding-agent",
    "created_at": "2026-01-06T18:26:56.69460862+01:00",
    "created_by": "root",
    "updated_at": "2026-01-06T18:26:56.69460862+01:00",
    "labels": [
      "infra",
      "monitoring"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-0dlv",
    "title": "chore(maintenance): add cleanup script for empty ReplicaSets",
    "description": "## Context\nOver time, Kubernetes accumulates empty ReplicaSets from deployments updates. While not critical, they clutter `kubectl get rs` output.\n\n## Current State\n- Dev: 0 empty RS ✅\n- Prod: 0 empty RS ✅\n- Clean now, but will accumulate over time\n\n## Task\nCreate automated cleanup script for empty ReplicaSets.\n\n## Implementation\n```bash\n# scripts/cleanup-empty-replicasets.sh\n#\\!/bin/bash\n# Delete ReplicaSets with 0 desired, 0 current, 0 ready\n\nKUBECONFIG=${1:-./kubeconfig}\nDRY_RUN=${2:-false}\n\nkubectl --kubeconfig=$KUBECONFIG get rs -A -o json |   jq -r '.items[] | select(.spec.replicas == 0 and .status.replicas == 0) | \n    \"kubectl delete rs -n \\(.metadata.namespace) \\(.metadata.name)\"' |   if [ \"$DRY_RUN\" = \"false\" ]; then bash; else cat; fi\n```\n\n## Usage\n```bash\n# Dry run\njust cleanup-rs dev --dry-run\n\n# Execute\njust cleanup-rs dev\n\n# Add to justfile\ncleanup-rs env='dev' dry='false':\n  scripts/cleanup-empty-replicasets.sh terraform/environments/{{env}}/kubeconfig-{{env}} {{dry}}\n```\n\n## Safety\n- Only deletes RS with 0/0/0 (desired/current/ready)\n- Dry run by default\n- Per-environment execution\n\n## Scheduling\nOptional: Add to monthly maintenance task or CI/CD",
    "status": "open",
    "priority": 3,
    "issue_type": "chore",
    "created_at": "2026-01-11T20:34:33.084122+01:00",
    "created_by": "root",
    "updated_at": "2026-01-11T20:34:33.084122+01:00",
    "labels": [
      "cleanup",
      "maintenance",
      "scripts"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-zwe",
    "title": "tech-debt(ci): fix yaml line-length warnings across the project",
    "description": "Many YAML files (especially raw manifests like VPA or Reloader) have lines exceeding 80 characters. This causes warnings in yamllint but is not blocking merge. Needs a careful cleanup using YAML block styles.",
    "status": "open",
    "priority": 3,
    "issue_type": "task",
    "assignee": "user",
    "created_at": "2026-01-08T13:56:59.532950961+01:00",
    "created_by": "root",
    "updated_at": "2026-01-08T13:56:59.532950961+01:00",
    "labels": [
      "tech-debt",
      "yaml"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-8os",
    "title": "infra(storage): verify and stress-test storage stability (iSCSI/NFS)",
    "description": "Verify the stability of the storage layer after the recent cluster resets and PVC issues.\n\nActions:\n- Verify multipath iSCSI connectivity on all nodes.\n- Test NFS mount resilience on pod restart.\n- Monitor Synology CSI driver logs for errors.\n- Ensure 'Retain' policy is correctly applied where needed (Databases).",
    "status": "open",
    "priority": 3,
    "issue_type": "task",
    "assignee": "coding-agent",
    "created_at": "2026-01-08T00:59:41.884610129+01:00",
    "created_by": "root",
    "updated_at": "2026-01-08T00:59:41.884610129+01:00",
    "labels": [
      "infrastructure",
      "storage"
    ],
    "dependency_count": 0,
    "dependent_count": 0
  },
  {
    "id": "vixens-96w",
    "title": "docs(arch): update architecture documentation to reflect current state",
    "description": "Update project documentation to align with recent architectural changes.\n\nUpdates needed in:\n- RECETTE-TECHNIQUE.md: Reflect the move to global middleware and shared databases.\n- README.md / WORKFLOW.md: Document the new Trunk-Based Development workflow (once implemented).\n- Architecture diagrams: Visualize the relationship between 'main', 'prod-stable', and the environments.",
    "status": "open",
    "priority": 3,
    "issue_type": "task",
    "assignee": "user",
    "created_at": "2026-01-08T00:59:36.570331013+01:00",
    "created_by": "root",
